Epoch,Composite Loss,PDE Loss,w0 Loss,wx0 Loss,wL Loss,wxxL Loss,wxxxL Loss
168,6.226699497346999e-06,3.1133497486734996e-06,1.4584653627025546e-06,2.311920042075144e-07,2.6007481324086257e-07,7.554349963356799e-07,3.994167343535082e-07
169,4.400592843012419e-06,2.2002964215062093e-06,1.3430143326331745e-06,7.654318068262e-08,1.5791579244250897e-07,2.2512247710437805e-07,3.8948206793065765e-07
170,3.835729330603499e-06,1.9178646653017495e-06,1.2956058981217211e-06,2.9520082378553525e-08,1.3144884292159986e-07,7.01358118249118e-08,3.8275896940831444e-07
171,3.6816268220718484e-06,1.8408134110359242e-06,1.2739305930153932e-06,1.9557898411903807e-08,1.2711753072380816e-07,3.655483737929899e-08,3.743010381640488e-07
172,3.5536922950996086e-06,1.7768461475498043e-06,1.2499148169808905e-06,1.3941878762580018e-08,1.220950736069426e-07,1.0212851009328006e-08,3.7082642734276305e-07
173,3.4919589779747184e-06,1.7459794889873592e-06,1.2294117368583102e-06,1.3095044160138514e-08,1.2119038217406342e-07,4.998323088756251e-09,3.6706018136101193e-07
174,3.44375143868092e-06,1.72187571934046e-06,1.213435552926967e-06,1.1750575623636905e-08,1.2154599460245663e-07,4.10548306462033e-09,3.6028100680596253e-07
175,3.3938363230845425e-06,1.6969181615422713e-06,1.194451101582672e-06,1.2072165489485087e-08,1.2038995578222966e-07,2.037802149246204e-09,3.5676757192959485e-07
176,3.4357260574324755e-06,1.7178630287162377e-06,1.1804686437244527e-06,1.934626148170082e-08,1.2509903513091558e-07,2.723261793846632e-08,3.540079092090309e-07
177,4.470346539164893e-06,2.2351730422087712e-06,1.2159811149103916e-06,1.0984165044192196e-07,1.865311247684076e-07,3.4810159377229866e-07,3.62084847438382e-07
178,9.272080205846578e-06,4.636040102923289e-06,1.4601050679630134e-06,5.001684257877059e-07,4.7412947878910927e-07,1.7973000012716511e-06,3.877724736867094e-07
179,4.493427240959136e-06,2.246713620479568e-06,1.2038387922075344e-06,1.1599271942941414e-07,1.8502039722534391e-07,3.7505330396925274e-07,3.549554037363123e-07
180,3.8693719943694305e-06,1.9346859971847152e-06,1.1585054835450137e-06,6.213418402012394e-08,1.5323033153435972e-07,1.993371370190289e-07,3.494673705972673e-07
181,3.4153758861066308e-06,1.7076879430533154e-06,1.110399693970976e-06,3.334550413569559e-08,1.271599217034236e-07,7.07356306861584e-08,3.5362515404813166e-07
182,3.2045311399997445e-06,1.6022657973735477e-06,1.0881111620619777e-06,1.5063530867109876e-08,1.2138394822613918e-07,2.2613537709048614e-08,3.417788150272827e-07
183,3.125200464637601e-06,1.5626002323188004e-06,1.0652436230884632e-06,1.4756948552019367e-08,1.1717779813125162e-07,1.002976635078312e-08,3.4178250984950864e-07
184,3.245864490963868e-06,1.6229323591687717e-06,1.0567247272774694e-06,2.7314046135984427e-08,1.272988328082647e-07,5.9136915808721824e-08,3.381616977549129e-07
185,4.151153461862123e-06,2.0755767309310613e-06,1.0864997648241115e-06,1.0571233133305213e-07,1.813514671766825e-07,3.428644106406864e-07,3.440378861796489e-07
186,8.321378118125722e-06,4.16068860431551e-06,1.2917826097691432e-06,4.4341274474390957e-07,4.313648673814896e-07,1.6075345001809183e-06,3.679962503611023e-07
187,3.976905645686202e-06,1.988452822843101e-06,1.0639080301189097e-06,9.380165977290744e-08,1.714146407039152e-07,3.1267308031601715e-07,3.318803010188276e-07
188,3.4100189623131882e-06,1.7050094811565941e-06,1.017572117234522e-06,5.0978339771745595e-08,1.3916243801759265e-07,1.4865304365230259e-07,3.339322063311556e-07
189,3.059433765884023e-06,1.5297168829420116e-06,9.782004326552851e-07,2.586605596377467e-08,1.2275909000436513e-07,5.6258571135003876e-08,3.307371230221179e-07
190,3.020054009539308e-06,1.510027004769654e-06,9.629642363506719e-07,2.5719499419096792e-08,1.2317246955717565e-07,5.515672896194701e-08,3.269298645136587e-07
191,2.828221795425634e-06,1.414110897712817e-06,9.376501566293882e-07,1.2666266258065662e-08,1.1525160914516164e-07,1.103391600310033e-08,3.2040324526860786e-07
192,2.783681566143059e-06,1.3918406693846919e-06,9.18502053082193e-07,1.3501458617781736e-08,1.138967249403322e-07,1.0014460372076428e-08,3.188274035892391e-07
193,5.2478621910267975e-06,2.6239308681397233e-06,1.022540459416632e-06,2.1837851704731293e-07,2.5819454663178476e-07,7.645060122740688e-07,3.4145926974815666e-07
194,1.2852746294811368e-05,6.426373147405684e-06,1.421310230398376e-06,8.204196433325706e-07,7.17185969278944e-07,3.067581019422505e-06,3.7426198673529143e-07
195,5.006532774132211e-06,2.503266614439781e-06,1.024414927996986e-06,2.0023574620608997e-07,2.3488526323944825e-07,6.948909572201956e-07,3.323971782265289e-07
196,3.569902901290334e-06,1.784951450645167e-06,9.238345342055254e-07,8.57007691479339e-08,1.5561224131488416e-07,2.7259449097982724e-07,3.300164053143817e-07
197,2.993420594066265e-06,1.4967102970331325e-06,8.749793209972268e-07,4.093755023859558e-08,1.2800482807051594e-07,1.0965568719711882e-07,3.252386591157119e-07
198,2.725885906329495e-06,1.362942725791072e-06,8.481619033773313e-07,2.137535304314042e-08,1.1626068641135134e-07,4.1381589710454136e-08,3.1716581361251883e-07
199,2.593581257315236e-06,1.296790628657618e-06,8.283603847303311e-07,1.3124394016017504e-08,1.1122072152147666e-07,1.3978119994817462e-08,3.113031823431811e-07
200,2.529452331145876e-06,1.264726165572938e-06,8.11484085261327e-07,1.104552715958107e-08,1.1007435318788339e-07,6.8389316432160285e-09,3.0601768230553716e-07
