Epoch,Composite Loss,output_1_loss_Loss_CantileverPINN,output_1_loss_Loss_CantileverPINN_tuned,output_2_loss_Loss_CantileverPINN,output_2_loss_Loss_CantileverPINN_tuned,output_3_loss_Loss_CantileverPINN,output_3_loss_Loss_CantileverPINN_tuned,output_4_loss_Loss_CantileverPINN,output_4_loss_Loss_CantileverPINN_tuned,output_5_loss_Loss_CantileverPINN,output_5_loss_Loss_CantileverPINN_tuned,output_6_loss_Loss_CantileverPINN,output_6_loss_Loss_CantileverPINN_tuned
164,6.998253070378269e-07,3.4991265351891343e-07,1.4690730267830077e-06,6.053373624581582e-08,1.524950903331046e-07,1.702004084336295e-07,1.3127621514286147e-06,1.0264879080068567e-07,1.1242758946039544e-09,1.0031675934385476e-08,9.593792427153858e-10,6.498191318371482e-09,1.7318491085660526e-09
165,5.844308930136322e-07,2.922154465068161e-07,1.0137117669728468e-06,4.504504147462285e-08,1.507913225395896e-07,1.635239641473163e-07,8.593983125138038e-07,7.38510834707995e-08,8.96484719792312e-10,5.890174570311046e-09,9.650261700855367e-10,3.905043843843714e-09,1.6603406427506684e-09
166,6.055647645553108e-07,3.027823822776554e-07,1.2483238833738142e-06,5.094803512406543e-08,1.490709991003314e-07,1.6544436221010983e-07,1.0957629683616688e-06,7.482507413669737e-08,8.511420457324448e-10,6.242804495570908e-09,9.679128609718646e-10,5.3221307361184245e-09,1.6712098371840511e-09
167,6.802642928960267e-07,3.4013214644801337e-07,1.1782459523601574e-06,6.33849595033098e-08,1.4741989673439093e-07,1.7093140058932477e-07,1.0274316082359292e-06,8.916529736779921e-08,9.409253376446713e-10,8.940831186521336e-09,8.894127656589035e-10,7.709777705144916e-09,1.564000706721913e-09
168,7.985574370650284e-07,3.992787185325142e-07,1.0965798082906986e-06,5.7720772161928835e-08,1.4587060093163018e-07,2.1209238809660746e-07,9.473966429141001e-07,1.1507025732271359e-07,8.950858387812843e-10,7.0440857591336226e-09,8.725357658612154e-10,7.351180109083089e-09,1.5447243484345563e-09
169,5.21592085078737e-07,2.607960425393685e-07,1.413563609276025e-06,6.993965939727786e-08,1.4483779864349344e-07,1.1577518677086118e-07,1.2650972394112614e-06,5.9052911893786586e-08,1.1859818682680157e-09,7.700100113083863e-09,8.032131626478645e-10,8.328212786068434e-09,1.6394329227509274e-09
170,5.902923589928832e-07,2.951461794964416e-07,9.974609156415681e-07,4.895700200790998e-08,1.4303736861620564e-07,1.6774865230217983e-07,8.511229339092097e-07,6.836214794248008e-08,8.664157724602717e-10,5.606168862470895e-09,8.850081778533081e-10,4.472136438948837e-09,1.5483004878191764e-09
171,5.951847583673953e-07,2.975923507619882e-07,1.2051747262376011e-06,4.914259221777684e-08,1.419643780309343e-07,1.5645018436316604e-07,1.059848614204384e-06,8.039604182386029e-08,1.0198168975961153e-09,5.697636584756083e-09,8.778760496319649e-10,5.905978373021981e-09,1.464994014988008e-09
172,6.78477533710975e-07,3.392387668554875e-07,1.1905813153134659e-06,5.8676082659303574e-08,1.4032906392458244e-07,1.7175824496007408e-07,1.0469165090398747e-06,9.478570461851632e-08,1.0011369511175872e-09,7.0400281160232225e-09,7.633997323175379e-10,6.978811306623811e-09,1.5708621070587014e-09
173,5.969561129859358e-07,2.984780564929679e-07,1.046894681167032e-06,5.9600733237630266e-08,1.3866767289982818e-07,1.5260448549270222e-07,9.051097435985866e-07,6.64063293243089e-08,8.700530851335486e-10,1.281163708455324e-08,7.314365779720333e-10,7.054997031019639e-09,1.515653269557049e-09
174,6.187078724906314e-07,3.093539362453157e-07,1.2381746046230546e-06,4.829309929732517e-08,1.3763590800408565e-07,1.6930577828588866e-07,1.097234303415462e-06,7.865481421731602e-08,1.0870716549149506e-09,7.265877677298249e-09,7.626730358367695e-10,5.834394745107829e-09,1.45553979979951e-09
175,5.550552941713249e-07,2.7752764708566247e-07,1.1297852324787527e-06,4.1080880919253104e-08,1.360275376782738e-07,1.5232426164857316e-07,9.904272246785695e-07,7.279272296045747e-08,1.1616384520962697e-09,6.565891830234705e-09,7.027655679614497e-10,4.763672567520416e-09,1.4663871228393077e-09
176,5.237655500422989e-07,2.6188277502114943e-07,1.0512678727536695e-06,5.0284562291835755e-08,1.3458863179494074e-07,1.323842440115186e-07,9.137876304521342e-07,6.714094524795655e-08,8.806415041640037e-10,6.191184453996357e-09,6.852527434375588e-10,5.881924725059662e-09,1.325102472193862e-09
177,5.571005203819368e-07,2.785502601909684e-07,1.1570809874683619e-06,4.6756490235111414e-08,1.3308482493812335e-07,1.3858341674222174e-07,1.0207314744548057e-06,8.219842584367143e-08,1.1187470949636236e-09,5.8222329180068755e-09,7.026211834570972e-10,5.189683793815902e-09,1.4434987649636355e-09
178,5.462524086397025e-07,2.7312620431985124e-07,9.297555152443238e-07,3.9178846833465286e-08,1.320797764492454e-07,1.5636098282811872e-07,7.948142410896253e-07,6.624718196235335e-08,8.460429579137951e-10,6.684153674996196e-09,7.143503566453546e-10,4.6550168164571915e-09,1.3017457112241004e-09
179,5.267750680104655e-07,2.6338753400523274e-07,1.0539697541389614e-06,4.385693586073103e-08,1.3091880646243226e-07,1.3550540245432785e-07,9.202269666275242e-07,7.490819342592658e-08,9.019258673248487e-10,4.191926361585274e-09,5.949220560630408e-10,4.925289953661149e-09,1.3279624067052964e-09
180,5.663327442562149e-07,2.8316637212810747e-07,1.0906489933404373e-06,4.991544244603574e-08,1.288198490101422e-07,1.452378626254358e-07,9.588707143848296e-07,7.346883990066999e-08,9.682207258165931e-10,7.445116967375043e-09,6.784537376347544e-10,7.099055121528863e-09,1.3118441888337884e-09
181,6.044496103640995e-07,3.0222480518204975e-07,1.227043981089082e-06,6.212935943494813e-08,1.2794326664788969e-07,1.5107202955277899e-07,1.0958525535897934e-06,7.477947860934364e-08,1.234445323738953e-09,6.1356004721346835e-09,7.437847560076705e-10,8.108273163998092e-09,1.2696617091023654e-09
182,5.326406267158745e-07,2.663203417796467e-07,1.0155672498513013e-06,4.412301990441847e-08,1.2622170686427125e-07,1.4202547049535497e-07,8.865407608027454e-07,6.92108272914993e-08,9.544866008681652e-10,5.878357356436936e-09,5.537670877409084e-10,5.082629428443397e-09,1.2969456619771336e-09
183,5.663318347615132e-07,2.831659173807566e-07,1.02674596291763e-06,4.591285573951609e-08,1.2540739646738075e-07,1.5310624235098658e-07,8.984907253761776e-07,6.880732428271585e-08,1.0809561024061054e-09,8.889503355646866e-09,5.836399696868e-10,6.450006306835121e-09,1.1834844215741214e-09
184,4.792856316271354e-07,2.396428158135677e-07,1.024651396619447e-06,3.423760475129711e-08,1.2395318549351941e-07,1.3396360998285672e-07,8.979037602330209e-07,6.338424896057404e-08,9.469933726080626e-10,4.226897054593337e-09,5.832621052803688e-10,3.830482153688308e-09,1.2643233127107578e-09
185,5.137122229825763e-07,2.568561114912882e-07,1.01763907878194e-06,4.091431193842254e-08,1.224928354304211e-07,1.295453415650627e-07,8.924748726713005e-07,7.646505650882318e-08,1.0282313889220518e-09,4.921769658494668e-09,4.856952617871002e-10,5.0096486958750575e-09,1.157892448588882e-09
186,5.119517254570383e-07,2.559758343068097e-07,9.74441718426533e-07,5.3181913983735285e-08,1.2144741390329727e-07,1.3425466249827878e-07,8.500248895870754e-07,4.8101750138584976e-08,1.213901978935894e-09,1.3158179434924477e-08,5.989619911161981e-10,7.279259417458661e-09,1.155836537591881e-09
187,5.604739499176503e-07,2.8023697495882516e-07,1.0406816954855458e-06,4.775354511821206e-08,1.2023755857626384e-07,1.486400549310929e-07,9.178203299597953e-07,7.227693288314185e-08,9.428229308383607e-10,5.305361927554486e-09,5.223516064134515e-10,6.26113250135063e-09,1.1585435943928246e-09
188,4.721085531400604e-07,2.360542765700302e-07,9.292907066082989e-07,3.468041498422281e-08,1.1898543306188003e-07,1.311461801378755e-07,8.077178108578664e-07,6.020143672458289e-08,9.698061242957579e-10,5.8386353529726875e-09,5.586731077755758e-10,4.187588054094249e-09,1.0592675625531456e-09
189,4.793309926753864e-07,2.396654963376932e-07,1.0763454838524922e-06,4.112433771297219e-08,1.1765533258767391e-07,1.2284448303034878e-07,9.558111742080655e-07,6.37855706031587e-08,1.2013905426044857e-09,6.736758262348985e-09,5.356256549404748e-10,5.174509709604536e-09,1.1416588785451154e-09
190,4.897978556073213e-07,2.4489892780366063e-07,9.610830602468923e-07,3.2746616085432834e-08,1.1648418052345733e-07,1.421715296601178e-07,8.42068970996479e-07,6.081904757593293e-08,9.695932945419372e-10,5.317717821640144e-09,4.462337999111554e-10,3.843935392211506e-09,1.1139280609029356e-09
191,4.46596914116526e-07,2.23298457058263e-07,1.135899424298259e-06,3.903577194819263e-08,1.1513606779089969e-07,1.0926424209856123e-07,1.0181123570873751e-06,6.387898565662908e-08,1.0627697610843256e-09,6.021920295751215e-09,5.006136616358958e-10,5.0975201837388795e-09,1.087958945156231e-09
192,5.166693881619722e-07,2.583346940809861e-07,7.904356493781961e-07,3.7598386626314095e-08,1.1387236042992299e-07,1.452016817893309e-07,6.74160503422172e-07,6.440578914634898e-08,8.548394214713539e-10,6.271657859713287e-09,4.555173183096173e-10,4.85716578069173e-09,1.0921268334129763e-09
193,4.529316868229216e-07,2.264658434114608e-07,1.0878052307816688e-06,4.762854999285082e-08,1.1306018876666712e-07,1.1282621414920868e-07,9.721190963318804e-07,4.928980956719897e-08,1.079366707124052e-09,1.0368612635147656e-08,5.094566990493377e-10,6.3526583993223085e-09,1.0375394987605091e-09
194,4.6413708787440555e-07,2.3206854393720278e-07,9.154477993433829e-07,4.121876528984103e-08,1.1170214264666356e-07,1.2668292015405314e-07,8.012655143829761e-07,5.4446321229306704e-08,9.76497993576686e-10,4.969899602969008e-09,4.341101922378243e-10,4.750634108319218e-09,1.0692359220243475e-09
195,4.373945330371498e-07,2.1869729494028434e-07,9.697930636320962e-07,2.5560177974170983e-08,1.1041916536669305e-07,1.3829634326611995e-07,8.569762144361448e-07,4.6603823022906e-08,1.0352865231766373e-09,5.013228943084869e-09,4.0970404846518704e-10,3.2237035263449343e-09,9.521063937256713e-10
196,4.048048083404865e-07,2.0240240417024324e-07,8.062853567025741e-07,3.23442002070351e-08,1.0947706385877609e-07,9.365381004045048e-08,6.945542168068641e-07,6.639700700361573e-08,7.703353510635225e-10,5.642839084885054e-09,4.6111262030912314e-10,4.3644967639977494e-09,1.0227461100242863e-09
197,4.917194473819109e-07,2.45859695269246e-07,1.0470835150044877e-06,4.226180294608639e-08,1.0820827611723871e-07,1.3028585499341716e-07,9.36437743348506e-07,6.030897736764018e-08,1.0226379743016878e-09,7.210356312015165e-09,4.349124671509941e-10,5.7926499152927136e-09,9.801447431456722e-10
198,3.6142773751635104e-07,1.8071388296903024e-07,9.68218387242814e-07,2.6074843617607257e-08,1.0719847409745853e-07,1.077025402196341e-07,8.587237516621826e-07,3.962536609947165e-08,9.486590402119077e-10,3.926200253800971e-09,4.1753761559348845e-10,3.3849034686284085e-09,9.306589943136601e-10
199,4.5526581970989355e-07,2.2763290985494677e-07,8.452436759398552e-07,2.7875907804286726e-08,1.055342622180433e-07,1.2852412112351885e-07,7.373760695372766e-07,6.174017386229025e-08,8.904282311483769e-10,6.143006103798143e-09,4.289241184451953e-10,3.3497191687104078e-09,1.0133246464150147e-09
200,3.940235444588325e-07,1.9701177222941624e-07,8.579895620641764e-07,2.9811410229285684e-08,1.045741342409201e-07,1.1468940641634617e-07,7.51258426134882e-07,4.4284931277616124e-08,8.641833915135066e-10,4.2438523806254125e-09,4.014178989208972e-10,3.982247864797728e-09,8.909734061646191e-10
201,4.2395689092700195e-07,2.1197844546350098e-07,9.813164751903969e-07,2.691890088613036e-08,1.0359458713082859e-07,1.2468620980143896e-07,8.754054192650074e-07,5.075876785554101e-08,9.90542758927404e-10,5.766600086332119e-09,3.7895661608722264e-10,3.848028118369484e-09,9.471772255409405e-10
202,3.747348671367945e-07,1.8736743356839725e-07,8.930056196732039e-07,3.445543228508541e-08,1.0271378414472565e-07,9.441060910830856e-08,7.879719987613498e-07,4.540816078701937e-08,9.388224642137288e-10,8.302341036880989e-09,4.1020858931872795e-10,4.790895236084225e-09,9.707468162645227e-10
203,4.5403274384625547e-07,2.2701640034483717e-07,8.730485205887817e-07,3.337403597925004e-08,1.0126441196689484e-07,1.2980639496618096e-07,7.696561397096957e-07,4.973870915137013e-08,8.544833729473567e-10,9.519111721090212e-09,3.886283239662447e-10,4.578135648358739e-09,8.849893595730407e-10
204,3.627838225384039e-07,1.8139191126920196e-07,8.958593866736919e-07,2.487751693536211e-08,1.004762850698171e-07,9.66536077839919e-08,7.932338803584571e-07,5.2568076114312134e-08,9.375640264153162e-10,4.176650136855642e-09,3.7357331117426895e-10,3.116115809831399e-09,8.384481442469394e-10
205,3.7900042570981896e-07,1.895002270657642e-07,9.161479965769104e-07,2.7011409997612645e-08,9.950913693046459e-08,1.1393050414199024e-07,8.143871923493862e-07,3.9154620878889546e-08,9.868945660684858e-10,5.830695481989778e-09,3.658913449999801e-10,3.573096263309594e-09,8.978624510547206e-10
206,4.284814565380657e-07,2.1424074247988756e-07,7.583458341287042e-07,3.141055415767369e-08,9.791074262466282e-08,1.1497399299287281e-07,6.585390792679391e-07,5.659369151089777e-08,7.759167752752205e-10,6.983086553447038e-09,3.3815009126136886e-10,4.2792223098331306e-09,7.820630254506966e-10
207,3.6161645766696893e-07,1.8080822883348446e-07,9.953433846021653e-07,2.8570998011900883e-08,9.726409899712962e-08,1.0535892869256713e-07,8.958359103417024e-07,3.6710993356336985e-08,9.743480466894994e-10,6.802198360134071e-09,3.9859646139284166e-10,3.365078660166887e-09,8.704267862036374e-10
208,4.4609288352148724e-07,2.2304644176074362e-07,7.899172373981855e-07,3.1088372764997985e-08,9.590574734374968e-08,1.306575683202027e-07,6.918303370184731e-07,5.001112057811952e-08,9.063746975179754e-10,7.177068717112434e-09,3.799583148111907e-10,4.11232381480886e-09,8.950103436156098e-10
209,3.5904147921428375e-07,1.795207680288513e-07,8.851811230670137e-07,2.493680817394761e-08,9.459401439926296e-08,1.0075839185219593e-07,7.884700607974082e-07,4.484827798023616e-08,8.590661515484044e-10,6.1733369527416926e-09,4.0257572275770315e-10,2.803909104898139e-09,8.551590546801435e-10
210,3.8387128142858273e-07,1.9193564071429137e-07,7.777576342959946e-07,2.8250532579932042e-08,9.38552275897564e-08,1.1414540779242088e-07,6.81954873016366e-07,3.989544694604774e-08,7.962138726114176e-10,5.871569896953588e-09,3.3612054806120284e-10,3.772731904660986e-09,8.157139963493876e-10
211,3.432048742979532e-07,1.7160246557068604e-07,9.245579803973669e-07,2.7868860996704825e-08,9.269825795854558e-08,9.235781561756085e-08,8.297117233269091e-07,4.1286728702516484e-08,9.525921162989448e-10,6.46440456719688e-09,3.439538376337481e-10,3.624709643545998e-09,8.515786964480299e-10
212,3.814287197201338e-07,1.9071437407092162e-07,7.479477517335908e-07,2.152407319044869e-08,9.186238969505212e-08,1.177577289013243e-07,6.543024255734053e-07,4.348098769924036e-08,7.561021253543743e-10,5.264886748790332e-09,3.1116759169336206e-10,2.6866069369191337e-09,7.153986847363569e-10
213,3.6893993637932e-07,1.8446996818966e-07,9.561177876094007e-07,2.5448727569710172e-08,9.124498490109545e-08,9.719843774291803e-08,8.627093279756082e-07,5.2289752972001224e-08,1.038700569999662e-09,6.399074603535837e-09,3.3000446819642093e-10,3.133972414914865e-09,7.946856506180211e-10
214,3.6413183579497854e-07,1.8206591789748927e-07,6.963042551433318e-07,2.692914868873686e-08,9.005881906887225e-08,1.0609257827809415e-07,6.043026701263443e-07,3.9381855998499304e-08,8.033794185458021e-10,6.139653674352985e-09,3.761982114713902e-10,3.5226337402605168e-09,7.62975849166736e-10
215,3.961600327784254e-07,1.980800163892127e-07,7.823085184099909e-07,3.814614046859788e-08,8.879930391003654e-08,1.0205443601307707e-07,6.916727670613909e-07,4.048488477792489e-08,8.091555203648682e-10,1.1394901022754311e-08,2.8420837905329677e-10,5.999585717120226e-09,7.432814919106079e-10
216,3.495541420761583e-07,1.7477707103807916e-07,9.707886192700244e-07,1.7366323490364266e-08,8.820472885417985e-08,1.0949466400234087e-07,8.806046025711112e-07,4.171541334585527e-08,9.445886295367245e-10,4.130455977247038e-09,3.1453520343838193e-10,2.0702117797810615e-09,7.199151275116833e-10
217,3.2983629694172123e-07,1.649181342600059e-07,7.951863381094881e-07,1.8590595729506276e-08,8.688645891652413e-08,1.0208308509618291e-07,7.064355145303125e-07,3.631809875059844e-08,8.637018322765755e-10,5.656798585107481e-09,3.17776360780897e-10,2.2696018397994067e-09,6.821986309191175e-10
218,3.210446664070332e-07,1.605223332035166e-07,6.478180694102775e-07,2.1386174609006048e-08,8.569521980916761e-08,9.112426369028981e-08,5.605758133242489e-07,4.036940381979548e-08,6.707213673351475e-10,5.028437666254604e-09,2.0370807818359538e-10,2.6140329900670167e-09,6.723546719378248e-10
219,3.522503675412736e-07,1.761251837706368e-07,8.693706945450685e-07,2.3296710338627236e-08,8.503065629383855e-08,1.0232034952650793e-07,7.825593684174237e-07,3.986299645930558e-08,8.047459920668132e-10,7.490485565142535e-09,2.998485626459768e-10,3.154580818787167e-09,6.747550296282157e-10
220,4.01256784243742e-07,2.00628392121871e-07,7.280388558683626e-07,2.7835689309085865e-08,8.419878838594741e-08,1.147948296420509e-07,6.421648777177325e-07,4.5995300013146334e-08,7.427007342464265e-10,8.494493108912593e-09,2.4996948955191556e-10,3.5081484384136274e-09,6.827374221529681e-10
221,2.9204537099758454e-07,1.4602268549879227e-07,8.409572842538182e-07,2.1214523471257962e-08,8.320537858708121e-08,7.657574485619989e-08,7.559561367997958e-07,3.8980587646619824e-08,8.452023525507002e-10,6.698100296631537e-09,2.43543601952112e-10,2.5537403303133033e-09,7.073344687746896e-10
222,3.3235409091503243e-07,1.661770312466615e-07,8.006603593457839e-07,1.8738843365895264e-08,8.222356484566262e-08,1.011805750295025e-07,7.166078717091295e-07,3.941658732742326e-08,8.618859514974986e-10,4.71991512540626e-09,2.7970048499526e-10,2.1210635470225725e-09,6.874806279810741e-10
223,3.6504167155726464e-07,1.8252083577863232e-07,6.566826868947828e-07,2.78455960511792e-08,8.126853856538219e-08,1.0560720653529643e-07,5.737608717026887e-07,3.7846238143401933e-08,7.322726869318785e-10,7.762785081411039e-09,2.3582114039299995e-10,3.4589258124384514e-09,6.84796219729833e-10
224,3.208473913218768e-07,1.604236956609384e-07,8.908288577913481e-07,2.2159182933023658e-08,8.066241008464203e-08,8.574904342140144e-08,8.084030014288146e-07,4.33503650754119e-08,9.076006612929177e-10,7.026348392003001e-09,2.2941057387093622e-10,2.1387698279085043e-09,6.263790042204676e-10
225,3.3884603567457816e-07,1.6942301783728908e-07,7.202359029179206e-07,2.2167602864442415e-08,7.957596892538277e-08,1.0172489339765889e-07,6.390711178028141e-07,3.5910229456703746e-08,7.570864490880069e-10,6.901673454962065e-09,2.1758357615642154e-10,2.7185060869072686e-09,6.144221798010108e-10
226,3.39446017960654e-07,1.69723008980327e-07,6.649193551311328e-07,1.762067824984115e-08,7.869513041214304e-08,1.0308729514463266e-07,5.846517865393253e-07,4.156984090286642e-08,7.192361151098225e-10,5.331175501055441e-09,2.347876892905276e-10,2.1141095540855304e-09,6.19002682444858e-10
227,3.7709259004259366e-07,1.8854629502129683e-07,7.765123086755921e-07,2.793223252695043e-08,7.761204301459657e-08,9.809356527057389e-08,6.973691029088513e-07,5.521185286738728e-08,7.883931840702019e-10,4.467712422240311e-09,1.942569022306273e-10,2.8410436225811964e-09,5.489041443595966e-10
228,3.0889873414707836e-07,1.5444936707353918e-07,8.372485353902448e-07,2.7513184619465392e-08,7.695302883803379e-08,9.130209122076849e-08,7.584928312098782e-07,2.381537811402268e-08,9.234534248392379e-10,8.232728276880152e-09,2.1032667274489825e-10,3.5859586411390865e-09,6.683610331847945e-10
229,3.394826819658192e-07,1.6974136940461904e-07,7.285869969564374e-07,2.8241847971344214e-08,7.59363558699988e-08,8.329154610464684e-08,6.510780394819449e-07,4.3571542818199305e-08,7.681989488972363e-10,1.1700125313041099e-08,2.356608796993953e-10,2.9362074993599663e-09,5.688463589059722e-10
230,3.204949621249398e-07,1.6024746685161517e-07,6.225747597454756e-07,1.543437200268727e-08,7.534193002811662e-08,1.0668920680245719e-07,5.456274152493279e-07,3.2576632946756945e-08,7.468988760805928e-10,4.066305070438148e-09,2.574974955482645e-10,1.4810278559096446e-09,6.006751207543459e-10
231,2.942351784440689e-07,1.4711758922203444e-07,7.744488925709447e-07,2.019246103657224e-08,7.432838344811898e-08,7.402031343417548e-08,6.98571909651946e-07,4.419464616489677e-08,8.172231225067605e-10,6.640970440230376e-09,2.2038051938899628e-10,2.0692136892819235e-09,5.115516343856541e-10
232,3.263828318722517e-07,1.6319141593612585e-07,7.244885296131542e-07,2.0248045018433913e-08,7.367087562215602e-08,9.722295146730175e-08,6.492518309642037e-07,3.5731368086544535e-08,7.973057769561365e-10,8.072069235254276e-09,2.2905724539334926e-10,1.9170383058764173e-09,5.399520830451365e-10
233,2.8537462526401214e-07,1.4268731263200607e-07,6.706458748340083e-07,1.4292639072266411e-08,7.255991363308567e-08,8.445891808150918e-08,5.96606014369172e-07,3.8612373742807904e-08,7.440936200531212e-10,3.829142336542191e-09,2.0221074814585904e-10,1.4942449499955046e-09,5.333886665681575e-10
234,3.3264194598814356e-07,1.6632097299407178e-07,7.131668553483905e-07,1.5779139772575945e-08,7.189187556377874e-08,1.0290980867466715e-07,6.398069558599673e-07,4.0531581646519044e-08,7.559334269657825e-10,5.369640287966604e-09,1.7700535481779411e-10,1.7309065292181458e-09,5.349518605868298e-10
235,2.783677643947158e-07,1.391838821973579e-07,7.903687446741969e-07,1.6289842363903517e-08,7.112976163625717e-08,7.708817406637536e-08,7.177044381023734e-07,3.878476206864434e-08,8.23037971109386e-10,5.290668347868177e-09,1.8116856626004818e-10,1.730418808243428e-09,5.302659977779456e-10
236,4.1515329485264374e-07,2.0757664742632187e-07,5.983380901852797e-07,4.0620843577698906e-08,7.009273872427002e-08,9.834860748014762e-08,5.269646976557851e-07,4.3966654317273424e-08,6.373983563179308e-10,1.9276953366897942e-08,1.680088984601369e-10,5.363480326536774e-09,4.75560479884507e-10
237,2.7408643177295744e-07,1.3704321588647872e-07,7.825745456102595e-07,1.2876874677658634e-08,6.95747885970377e-08,8.077143576201706e-08,7.114660434126563e-07,3.896303368833287e-08,8.016207142524934e-10,3.3515570319053722e-09,2.2346066663736508e-10,1.0802749805804979e-09,5.076641329537779e-10
238,3.2035853791967384e-07,1.6017926895983692e-07,6.14766747730755e-07,1.807818961196972e-08,6.868457091968594e-08,9.868433892279427e-08,5.447532771540864e-07,3.512000290584183e-08,6.320761136713315e-10,6.529675911082222e-09,1.8907170273863017e-10,1.767076041048199e-09,5.079685005959789e-10
239,2.6800469754562073e-07,1.3400234877281036e-07,7.854226282688614e-07,1.8840717430634868e-08,6.789524320538476e-08,7.277228064594965e-08,7.160931545513449e-07,3.290091044050314e-08,7.433402782197618e-10,7.438031079942675e-09,1.8362532328008996e-10,2.050366543215887e-09,5.072562370145306e-10
240,3.7614441339428595e-07,1.8807220669714297e-07,5.947667887085117e-07,2.4655301800180496e-08,6.723510637129948e-08,1.1212105022195828e-07,5.262453441901016e-07,4.078224336012681e-08,6.414453967984457e-10,8.126680661746377e-09,1.5499233840809978e-10,2.38702879684638e-09,4.89678908532909e-10
241,2.1645857373187027e-07,1.0822928686593514e-07,7.045907750580227e-07,1.3944523757913885e-08,6.641738536927733e-08,5.7520786356235476e-08,6.367959031194914e-07,3.132014114726189e-08,7.190563144909845e-10,4.390543484333875e-09,2.028260337461063e-10,1.053302889353347e-09,4.551572174715801e-10
242,2.9358398023759946e-07,1.4679199011879973e-07,6.729139840899734e-07,1.4742583154259137e-08,6.581667832961102e-08,9.156256908227078e-08,6.056758365957648e-07,3.392816694258727e-08,7.326494966264363e-10,5.084010101796821e-09,2.125894460469624e-10,1.4746920351527137e-09,4.755740246054074e-10
243,3.2318490639227093e-07,1.6159242477442604e-07,7.47257104194432e-07,2.0044527815343827e-08,6.496165383396146e-08,9.25676886254223e-08,6.80956816268008e-07,3.9382591410230816e-08,6.917948991436162e-10,7.523917489038467e-09,1.843474817242452e-10,2.07369588167694e-09,4.62398841438727e-10
244,2.747227938471042e-07,1.373613969235521e-07,7.226474849630904e-07,2.350100913872666e-08,6.426044762974925e-08,6.722593326458082e-08,6.569518973265076e-07,3.453213182069703e-08,7.100264820536495e-10,9.867413552910875e-09,2.1332195732082226e-10,2.2349719852599037e-09,5.118416801508374e-10
245,3.0076930102040933e-07,1.5038466472105938e-07,5.058960823589587e-07,1.4561265082591035e-08,6.356104620408587e-08,9.443514414897436e-08,4.4118417008576216e-07,3.5575457246750375e-08,5.531388680424243e-10,4.475532389136561e-09,1.3928475040003718e-10,1.3372500884401006e-09,4.5828893457944275e-10
246,2.874871256608458e-07,1.437435628304229e-07,6.451080025726696e-07,2.028229673101123e-08,6.280688324977746e-08,7.292995718444217e-08,5.811160121993453e-07,3.9814874952526225e-08,6.234134319882401e-10,8.772012449753674e-09,1.554997519637169e-10,1.94448701584804e-09,4.064512337809134e-10
247,2.767460216546169e-07,1.3837301082730846e-07,7.655062859157624e-07,1.5380102524886752e-08,6.217260306584649e-08,8.514719240793056e-08,7.020200882834615e-07,3.0714673471265996e-08,7.276771407660476e-10,5.729059893155863e-09,1.6022896898171268e-10,1.402041815978805e-09,4.2583861437073267e-10
248,3.6966520156056504e-07,1.8483260078028252e-07,6.2226666841525e-07,1.7828169163180974e-08,6.148930964400279e-08,8.017124741854786e-08,5.595186962636944e-07,7.926834655336279e-08,7.122104572765409e-10,6.058445300993753e-09,1.4817486126972312e-10,1.5063376102020243e-09,3.9842434906844915e-10
249,2.2680019640120008e-07,1.1340009820060004e-07,6.82652796513139e-07,1.5803934161340294e-08,6.066060365128578e-08,8.502878046101614e-08,6.207226306287339e-07,4.890710947336174e-09,7.043793881500449e-10,6.214704750817646e-09,1.3857111291759594e-10,1.462001408825131e-09,4.261536679095457e-10
250,2.6900318061962025e-07,1.3450159030981013e-07,6.495802722383814e-07,1.223256873572609e-08,6.005542729781155e-08,8.405335449879203e-08,5.882829441361537e-07,3.2593604260000575e-08,6.76686706668761e-10,4.61474103374826e-09,1.6422241344571376e-10,1.0073305523050635e-09,4.007189580157444e-10
251,2.5876795461954316e-07,1.2938397730977158e-07,5.344350597624725e-07,1.7658786433116802e-08,5.93587010655483e-08,7.195603757281788e-08,4.7393501745318645e-07,3.199724574187712e-08,5.649877232727363e-10,6.282068198970592e-09,1.4045418994523828e-10,1.4898798861295859e-09,4.36155139782457e-10
252,3.460312427705503e-07,1.7301562138527515e-07,6.806989745200553e-07,1.654446180054947e-08,5.8772165800746734e-08,1.1501651187018069e-07,6.205852969287662e-07,3.344294796647773e-08,7.857139938671764e-10,6.20260687256291e-09,1.3599546488940462e-10,1.8091100839612295e-09,4.1907716186173616e-10
253,2.1379258896558895e-07,1.0689629448279447e-07,6.313255198620027e-07,1.5422504162643236e-08,5.822222348683681e-08,4.765725947208921e-08,5.718820261790825e-07,3.6405566561370506e-08,6.485750825291348e-10,6.2045639737107194e-09,1.7750662051341237e-10,1.2063684495799976e-09,3.954831739871878e-10
254,3.1901765851216624e-07,1.5950884346693783e-07,5.62551122129662e-07,1.940742855310873e-08,5.7299587297166e-08,9.640326226190155e-08,5.040130304223567e-07,3.428233341651321e-08,5.995545726555918e-10,7.524477929621298e-09,1.861953369264313e-10,1.891339307391604e-09,4.528850627849579e-10
