Epoch,Composite Loss,output_1_loss_Loss_CantileverPINN,output_1_loss_Loss_CantileverPINN_tuned,output_2_loss_Loss_CantileverPINN,output_2_loss_Loss_CantileverPINN_tuned,output_3_loss_Loss_CantileverPINN,output_3_loss_Loss_CantileverPINN_tuned,output_4_loss_Loss_CantileverPINN,output_4_loss_Loss_CantileverPINN_tuned,output_5_loss_Loss_CantileverPINN,output_5_loss_Loss_CantileverPINN_tuned,output_6_loss_Loss_CantileverPINN,output_6_loss_Loss_CantileverPINN_tuned
421,1.143340710996199e-07,5.716703554980995e-08,2.848630629159743e-07,9.89230741765823e-09,6.470881608322543e-09,2.8672310747879237e-08,2.782550438951148e-07,1.4552770544185023e-08,8.513507954166499e-11,3.5522202956883575e-09,3.186845232150404e-11,4.974009537583868e-10,2.0469107311904544e-11
422,1.1582167047663461e-07,5.7910831685603625e-08,2.818516975366947e-07,7.308984084630765e-09,6.393218843214754e-09,3.203027532094893e-08,2.753396017851628e-07,1.5575583489635392e-08,8.115525612639729e-11,2.4240085494398045e-09,1.7175932551238837e-11,5.720158235966721e-10,2.0727837848899533e-11
423,1.4837445405646577e-07,7.418722702823288e-08,3.8398104607040295e-07,1.5074451908958508e-08,6.348439107739523e-09,3.627881994816562e-08,3.774934782541095e-07,1.4739977238775737e-08,9.602885847614928e-11,7.46656692030001e-09,2.286953092178745e-11,6.273972452675025e-10,2.014369226976953e-11
424,1.1461891347153141e-07,5.730945673576571e-08,2.652822672644106e-07,7.415030367496911e-09,6.3066907252107285e-09,3.1344626449936186e-08,2.588328698038822e-07,1.529859794402455e-08,7.67895400044516e-11,2.735124127184463e-09,3.7484234466367283e-11,5.160698535178199e-10,2.8348576958103777e-11
425,1.212766562730394e-07,6.06383281365197e-08,3.214937294160336e-07,8.62310578497727e-09,6.233419114209937e-09,3.033842332911263e-08,3.1513545195593906e-07,1.7971965249330424e-08,8.255045952365592e-11,3.284101657285987e-09,1.944183355973017e-11,4.207517112497783e-10,2.2679641151213126e-11
426,1.2509789826253837e-07,6.254894202584182e-08,3.511319732751872e-07,6.922164175193757e-09,6.1758282932089514e-09,3.1300057656835634e-08,3.448083418788883e-07,2.0457449068089772e-08,1.0311205361768216e-10,3.481620325374024e-09,2.3141689953209976e-11,3.8760908371848757e-10,2.1669974842319917e-11
427,1.0648177806160675e-07,5.3240889030803373e-08,3.439085674017406e-07,1.061333865237657e-08,6.151215981020641e-09,2.7232131216692324e-08,3.3763154760890757e-07,9.079624163632616e-09,8.615646390763843e-11,5.912887512948828e-09,2.1940588235125347e-11,4.029192812726734e-10,1.7796659979030238e-11
428,1.712353281391188e-07,8.561765696413204e-08,2.8371871962917794e-07,2.5030621131350017e-08,6.104331262690721e-09,3.7093101923346694e-08,2.775041423319635e-07,1.3992031533405225e-08,8.001781875988101e-11,8.936472006837448e-09,1.712350400362439e-11,5.654839374535925e-10,1.3105241718214256e-11
429,1.1252819120954882e-07,5.626409560477441e-08,3.635887821928918e-07,3.846770901816399e-09,6.050682621605574e-09,3.4109053359543395e-08,3.574067477529752e-07,1.69664939875247e-08,9.110115439803224e-11,1.090999290909167e-09,1.951074544981335e-11,2.5078228382824364e-10,2.0658830549025176e-11
430,9.816800172757212e-08,4.908400086378606e-08,3.106135579855618e-07,4.953479848524012e-09,5.987669915441529e-09,2.7019554593721296e-08,3.04508574799911e-07,1.494430357240617e-08,7.934509993479111e-11,1.9158918895811894e-09,1.707988611654443e-11,2.5077800946959883e-10,2.1024218824217122e-11
431,1.5432904376666556e-07,7.716452898876014e-08,3.343488401696959e-07,1.3438018697797816e-08,5.953868953412211e-09,3.9111498040256265e-08,3.2826977758304565e-07,1.795680759641982e-08,8.401052076223436e-11,6.092430560045159e-09,2.1335419542189982e-11,5.657492807564779e-10,1.9668940087758102e-11
432,8.572845899834647e-08,4.2864229499173234e-08,2.4923679120547604e-07,5.251676871154132e-09,5.915890000096624e-09,2.1610924605397486e-08,2.432017822684429e-07,1.3647127872218334e-08,7.016855152475188e-11,2.141638200114926e-09,2.6845818970611113e-11,2.128616866103883e-10,2.201210741459292e-11
433,1.1166755342628676e-07,5.583377671314338e-08,3.7369261463027215e-07,8.40564862158999e-09,5.886386489351025e-09,2.9779508636806895e-08,3.676768471905234e-07,1.3001240972698724e-08,9.532539341217117e-11,4.137332698661567e-09,1.7419857223366364e-11,5.100576627725673e-10,1.675620232843844e-11
434,1.2125880743951711e-07,6.062940371975856e-08,3.3050696401915047e-07,6.243823680307514e-09,5.825672833026374e-09,3.1520205112656186e-08,3.245577318011783e-07,1.9854740074265465e-08,8.496178066641491e-11,2.649962027589936e-09,2.1745173370280035e-11,3.606925313981435e-10,1.689696126072615e-11
435,1.0493526048094282e-07,5.246763024047141e-08,2.6325787416681123e-07,6.927592721694964e-09,5.7857874047329005e-09,2.926860709351331e-08,2.573651158854773e-07,1.2916557601272416e-08,7.369436311188693e-11,3.0039053466879295e-09,1.824222023438793e-11,3.509768864429219e-10,1.4957143162908082e-11
436,1.0800062710814018e-07,5.400031355407009e-08,3.4580767760417075e-07,6.0669158585824334e-09,5.772093025768754e-09,3.0119590377353234e-08,3.399047159291513e-07,1.4760209943176505e-08,8.641053150792999e-11,2.7114370748648753e-09,2.5073453729929085e-11,3.4216865452130207e-10,1.9387822944305633e-11
437,1.756090028948165e-07,8.780450144740826e-08,2.681549915450887e-07,2.180594371736788e-08,5.69089309010451e-09,4.4081833294740136e-08,2.6235346695102635e-07,1.2726792064654546e-08,7.273853047662371e-11,8.327671885410837e-09,2.015733066573766e-11,8.622463854024431e-10,1.7598693335951765e-11
438,9.765690123231252e-08,4.882845061615626e-08,3.661199343696353e-07,8.550886221314613e-09,5.692859517125726e-09,1.8582843708259134e-08,3.602986566875188e-07,1.6931938517927847e-08,8.604905676889985e-11,4.391237151679661e-09,2.27619555148717e-11,3.7155198362448516e-10,1.963950876926468e-11
439,1.2194939813525707e-07,6.097469906762853e-08,2.7352413667358633e-07,8.636127368788493e-09,5.649449796862882e-09,3.462437803136709e-08,2.677694794783747e-07,1.3746024762895104e-08,6.907049932003417e-11,3.6334342201627123e-09,1.936766198806783e-11,3.3472874472195713e-10,1.6511582032197047e-11
440,1.1627643914380315e-07,5.8138212466474215e-08,3.09433659140268e-07,5.464237062824395e-09,5.593041141338517e-09,3.549310534367578e-08,3.037212081835605e-07,1.507598845762459e-08,7.703202659081754e-11,1.8204322493886593e-09,2.4907203036161896e-11,2.844703916871083e-10,1.7307702146474035e-11
441,1.2631575430077646e-07,6.315787715038823e-08,3.495094347272243e-07,1.3260224918099084e-08,5.581406892218865e-09,2.9067599882637296e-08,3.437943405515398e-07,1.320707099239371e-08,8.786618654887945e-11,7.176262251107346e-09,2.3973942622768085e-11,4.466923220203256e-10,2.196699246115319e-11
442,1.274035241749516e-07,6.37017620874758e-08,3.1378476705867797e-07,1.6558249882336895e-08,5.5257149966791985e-09,2.439828961087187e-08,3.0814948104307405e-07,1.0328660593472705e-08,7.015982239622076e-11,1.178479891450479e-08,1.9469096473878622e-11,6.317825707036206e-10,1.96909138300283e-11
443,1.1627925289303676e-07,5.813962644651838e-08,2.804001439926651e-07,1.2366014878750775e-08,5.491964660819804e-09,2.5163675587691614e-08,2.748099348082178e-07,1.3084402894492086e-08,6.581670625172009e-11,6.980894085018008e-09,1.453555678598839e-11,5.446456619040418e-10,1.7812570862751897e-11
444,1.0411917372721291e-07,5.2059586863606455e-08,3.2644365433043276e-07,4.369760997491312e-09,5.465582209041031e-09,3.0248191507098454e-08,3.208723740044661e-07,1.586720976831657e-08,6.850377903822036e-11,1.2899834533897092e-09,1.8149599878558575e-11,2.844377511301843e-10,1.9094731004698495e-11
445,9.442067039344693e-08,4.721033519672346e-08,3.194449220700335e-07,3.3813165600804496e-09,5.440838890535815e-09,2.8132429719107677e-08,3.1387588705911185e-07,1.4472746556748461e-08,7.447077676747682e-11,1.0362138924691067e-09,3.088517289140391e-11,1.8761842079939584e-10,2.291004018439846e-11
446,1.2841650232076063e-07,6.420825116038031e-08,3.0774245374232123e-07,7.062243678745972e-09,5.416445070238751e-09,3.657243041743641e-08,3.0221002589314594e-07,1.7398054552586473e-08,7.447437805341295e-11,2.742945648392947e-09,1.9781001489582728e-11,4.3259415494212305e-10,2.1657758919602088e-11
447,9.189398753051137e-08,4.594699731796936e-08,2.5962506811083585e-07,5.778202805117871e-09,5.343449238637277e-09,2.32602666017101e-08,2.541840160574793e-07,1.4409778259505401e-08,6.745841385491502e-11,2.2284236678160596e-09,1.5159094465810874e-11,2.703142154558691e-10,1.4885315202661786e-11
448,1.2987763398086827e-07,6.493881699043413e-08,3.0925048122298904e-07,1.1157402113326498e-08,5.345590636807174e-09,3.299748740914765e-08,3.038008458133845e-07,1.429456464308032e-08,6.815877723331809e-11,5.9650466788241374e-09,1.8948271771068725e-11,5.243290246426113e-10,1.7003997168640872e-11
449,8.448177624131858e-08,4.224088812065929e-08,3.5485476246321923e-07,4.963252475675972e-09,5.309160222566334e-09,2.3390983372451046e-08,3.494159557249077e-07,1.2249115499685104e-08,8.020965835964233e-11,1.4065976161603544e-09,2.5815540677376347e-11,2.3093832401954728e-10,2.3561277928685342e-11
450,1.252440284815748e-07,6.26220142407874e-08,2.644659957695694e-07,1.0654853888070193e-08,5.280570647414606e-09,3.099369649817163e-08,2.5908698830789945e-07,1.511164704481871e-08,6.135090352410444e-11,5.339941377968671e-09,1.8582220831508955e-11,5.218987464417069e-10,1.8384786748537607e-11
451,1.0724856736032962e-07,5.362428368016481e-08,3.403440018701076e-07,7.993877559897555e-09,5.283739668016096e-09,2.925039410683894e-08,3.3495501838842756e-07,1.241140523688955e-08,7.277845687214679e-11,3.6079894627505382e-09,1.9091579012142645e-11,3.6060401886750526e-10,1.3438032804569122e-11
452,1.0449837617443336e-07,5.224918808721668e-08,2.9844764526387735e-07,8.313745247789939e-09,5.2163131591953515e-09,2.4631196637869834e-08,2.931370772785158e-07,1.5416853571537104e-08,6.324774037835823e-11,3.5766427597394568e-09,1.6128591517894364e-11,3.107378798716809e-10,1.468061089360262e-11
453,1.1068418359627685e-07,5.5342091798138426e-08,3.286963021764677e-07,6.5978564833812925e-09,5.210485376494489e-09,3.158669414915494e-08,3.2336319577552786e-07,1.4520417757069026e-08,7.34890273634825e-11,2.1668797867135936e-09,2.5731413527685376e-11,4.702377931486978e-10,2.3056230535889455e-11
454,9.200935124908938e-08,4.600467562454469e-08,2.533127485548903e-07,5.005352132769758e-09,5.160934790637839e-09,2.4678593391058712e-08,2.4806286091916263e-07,1.404654170755748e-08,5.5019131611766525e-11,1.933314619506632e-09,2.029841746076233e-11,3.408535953486336e-10,1.363308251012274e-11
455,9.563868275108689e-08,4.7819341375543445e-08,3.493642566354538e-07,6.870696900307394e-09,5.155873061823968e-09,2.6152827459213768e-08,3.44096463322785e-07,1.101721291973945e-08,7.273246588335169e-11,3.4377993785028593e-09,2.044569548387276e-11,3.407789050946519e-10,1.9037219717299436e-11
456,1.1133783317518464e-07,5.566891658759232e-08,2.5655739932517463e-07,7.847599015065043e-09,5.124218382945855e-09,3.045805385681888e-08,2.5134190195785777e-07,1.3573878021588826e-08,5.677862346953333e-11,3.3862666004580433e-09,1.921795188264408e-11,4.0311792792735446e-10,1.522823533939288e-11
457,1.0961807817011504e-07,5.480903908505752e-08,3.6333651109998755e-07,5.2990696275401206e-09,5.1257762478940094e-09,3.066102749471611e-08,3.5809787846119434e-07,1.6405325098389767e-08,6.641535932327969e-11,2.108062391315002e-09,2.532302319224744e-11,3.355622724132701e-10,2.096391463202174e-11
458,8.79120491958929e-08,4.395602459794645e-08,2.63668198385858e-07,5.3905995223146874e-09,5.066820296661945e-09,2.3474607147022652e-08,2.5851647933450295e-07,1.2391666359690134e-08,5.4053247988683495e-11,2.4838990864139987e-09,1.70668687515807e-11,2.1524192150845778e-10,1.3596504998270031e-11
459,1.0806137851204767e-07,5.4030689256023834e-08,3.387348499472864e-07,7.547206415381424e-09,5.0629287429160286e-09,2.6504544337058178e-08,3.33555107090433e-07,1.590920639671367e-08,6.778079486569055e-11,3.6351390786393267e-09,2.6048323220617675e-11,4.345863113819348e-10,2.299086095114422e-11
460,1.285286401753183e-07,6.426432008765914e-08,2.776691019334976e-07,1.1825262546949489e-08,5.034162864347991e-09,3.606701071134921e-08,2.7252858103565814e-07,1.0087990887086562e-08,7.039420435450694e-11,5.837948791054259e-09,2.1098870914282308e-11,4.4613693295225687e-10,1.4893766775436745e-11
461,1.0121201654555989e-07,5.06060153782073e-08,3.350579902416939e-07,9.345071383393133e-09,5.01775776484692e-09,2.171321611399435e-08,3.2995239962474443e-07,1.4995228170278097e-08,5.833869498594879e-11,4.137258535763522e-09,1.5669276640095653e-11,4.1525080596294117e-10,1.3543877824817585e-11
462,1.0586003895696194e-07,5.2930012373053614e-08,2.6492978122405475e-07,1.046880093724667e-08,4.994203273156472e-09,2.611428762122614e-08,2.5983939622165053e-07,1.1036920710694176e-08,6.405344310511651e-11,4.670284603491837e-09,1.3546916192985758e-11,6.397101737221078e-10,1.842799350615376e-11
463,1.0006914408222656e-07,5.003457204111328e-08,2.914559331657074e-07,6.4632263985231475e-09,4.962184885215493e-09,2.5960753546883097e-08,2.863997110580385e-07,1.4294441186279983e-08,5.85068937741795e-11,2.9006588242452835e-09,1.8743244803443027e-11,4.155092381274983e-10,1.656927720028456e-11
464,9.870910133713551e-08,4.9354550668567754e-08,3.402247159556282e-07,7.141425228951448e-09,4.944550102692347e-09,2.6141439235516373e-08,3.351798056883126e-07,1.2430758644654816e-08,6.57242038570871e-11,3.334932552334635e-09,1.9184116101245152e-11,3.060283415567966e-10,1.5739212017029658e-11
465,1.3450598146391712e-07,6.725299073195856e-08,3.147718530271959e-07,1.2806806282128491e-08,4.925685193057916e-09,3.0172422782470676e-08,3.0973950515544857e-07,1.5679681553137925e-08,6.456937762244763e-11,8.109189764127223e-09,2.344080658744918e-11,4.848905721388519e-10,1.8660368389378235e-11
466,8.819209540433803e-08,4.409604770216902e-08,2.418628355371766e-07,6.598016799586048e-09,4.883887960716038e-09,2.2959753209761402e-08,2.368875726688202e-07,1.1730260318643104e-08,5.7185461227460266e-11,2.522638986590664e-09,1.3031776179006638e-11,2.853661473789515e-10,2.0962107050159773e-11
467,9.924940513883485e-08,4.962470256941742e-08,3.0797880867794447e-07,5.450781159765938e-09,4.877477532971852e-09,2.89793238295033e-08,3.03006345347967e-07,1.3051886682546865e-08,5.7601430569764744e-11,1.8455493799862666e-09,2.0071673489940878e-11,2.9718313920845674e-10,1.719119985255091e-11
468,2.0226947583523724e-07,1.0113473791761862e-07,3.336901670536463e-07,2.6617065884693147e-08,4.8497894589161206e-09,4.725246327552668e-08,3.287476886271179e-07,1.4040925755409717e-08,5.926557855584491e-11,1.221471013224118e-08,1.8639865692615665e-11,1.0095694280565226e-09,1.4915403981352604e-11
469,5.29212336175533e-08,2.646061680877665e-08,3.057238870951551e-07,7.043753580404655e-09,4.836850475697929e-09,8.604970958003832e-09,3.007926636655611e-07,7.176670813180408e-09,5.637066508024091e-11,3.368199719133713e-09,1.8102592341806556e-11,2.670207666088942e-10,1.9834394543449818e-11
470,9.505062337211712e-08,4.7525315238772237e-08,2.635405280670966e-07,5.14147213692695e-09,4.827349187053187e-09,2.6070175351833313e-08,2.586223502021312e-07,1.4472266940401823e-08,4.7879717551824186e-11,1.595332421722162e-09,2.4717627250536722e-11,2.4608021176319994e-10,1.844026147057587e-11
471,9.156143931932093e-08,4.578071965966046e-08,3.5434337064543797e-07,5.333552266506558e-09,4.813351495158713e-09,2.6424464394381175e-08,3.494262728054309e-07,1.2238386304375126e-08,7.051769584931478e-11,1.5457153335063367e-09,1.7304506785831286e-11,2.3860294295907636e-10,1.5870015371288737e-11
472,1.5547639975466154e-07,7.773819987733077e-08,2.925983721979719e-07,2.2121488640891585e-08,4.7884824994071096e-09,2.9910921739428886e-08,2.87718989966379e-07,1.2017902228933508e-08,5.940203884335915e-11,1.2738854415772494e-08,1.5950536030873153e-11,9.490408459100763e-10,1.5378523107734132e-11
473,7.961995152072632e-08,3.980997220764948e-08,2.8776045724043797e-07,3.2077143163888877e-09,4.7740793540640425e-09,2.3819831440619055e-08,2.828869014592783e-07,1.2011384775689748e-08,6.419884068797899e-11,5.83419146327202e-10,2.2298701080059047e-11,1.8763970932589302e-10,1.2732164281215042e-11
474,9.15205191631685e-08,4.576025958158425e-08,2.524684816762601e-07,4.6488648486331385e-09,4.762886973708191e-09,2.316874514463052e-08,2.476060672051972e-07,1.563677543003905e-08,5.06560245139287e-11,2.109762142765703e-09,3.198414449956388e-11,1.961096840474852e-10,1.6781454698078235e-11
475,9.341287210418159e-08,4.6706436052090794e-08,3.446496066317195e-07,6.592516754722055e-09,4.744457715588624e-09,2.7492065513001762e-08,3.3980197144956037e-07,9.770447562118534e-09,6.481533365576553e-11,2.386960851197273e-09,2.2887497452828143e-11,4.644636619755005e-10,1.522200074322022e-11
476,1.5472373604552558e-07,7.736186091733543e-08,3.208581631497509e-07,1.9622360625248803e-08,4.732486846847905e-09,3.067935594458504e-08,3.1603892125531274e-07,1.8207693130989355e-08,4.8957355530676594e-11,7.701498105916471e-09,2.0332039871173713e-11,1.1509482256144565e-09,1.7214486780492422e-11
477,8.488665059758205e-08,4.2443325298791024e-08,2.405742236533115e-07,7.285152925362581e-09,4.699144184883153e-09,2.5259124569743108e-08,2.3580062702421856e-07,6.506738259304257e-09,4.693076482986669e-11,3.0620224134025875e-09,1.5100486833174998e-11,3.3029751156377074e-10,1.2495986884131227e-11
478,8.260187200903601e-08,4.130093600451801e-08,3.317053938189929e-07,3.8333394236644835e-09,4.6949066856427635e-09,2.3035267915361146e-08,3.269130672833853e-07,1.2952095396201457e-08,5.3682776973706936e-11,1.2821659289841136e-09,2.4891375419167083e-11,1.9806589701687471e-10,1.871422114496646e-11
479,8.378852811574689e-08,4.189426405787344e-08,2.824446312388318e-07,6.488074522081888e-09,4.6735548764331725e-09,2.103051066626449e-08,2.7767356414187816e-07,1.1669567534511316e-08,6.214578851526653e-11,2.3309301155904905e-09,2.1619147444473796e-11,3.7517197681857795e-10,1.3662552859894372e-11
480,1.1668681310084139e-07,5.8343406550420696e-08,3.0261509209594806e-07,6.918129624722269e-09,4.6567789624418765e-09,3.326290354266348e-08,2.9786190225422615e-07,1.430357343679134e-08,5.237934044832748e-11,3.529765368881499e-09,2.6022599006192415e-11,3.2905264624183417e-10,1.811475795754358e-11
481,7.838712434704576e-08,3.919356217352288e-08,3.164441864100809e-07,6.7565424366478055e-09,4.6644856865896145e-09,1.8907300614046108e-08,3.1168548275672947e-07,9.861988559123347e-09,4.8879768288490055e-11,3.2772500269118154e-09,2.5983413337593575e-11,3.9046968436373675e-10,1.9266154643871047e-11
482,1.1120970810907238e-07,5.560484694910883e-08,2.533504641633044e-07,1.0622315471664479e-08,4.631880656802423e-09,2.6900378813365933e-08,2.486276571289636e-07,1.2872016341702874e-08,5.228544680546676e-11,4.8116084450100516e-09,1.897521376137412e-11,3.985380636617464e-10,1.9713826057699002e-11
483,1.0234927572128072e-07,5.117463430792668e-08,3.2823950846250227e-07,9.266288181208893e-09,4.640229978036814e-09,2.4426553224543568e-08,3.234924292883079e-07,1.3149903388409712e-08,6.146966269326981e-11,3.6420351179344834e-09,2.7687477310855968e-11,6.898501214713804e-10,1.765378294937836e-11
484,7.526126211132578e-08,3.763063460837657e-08,2.9772121479254565e-07,3.8933936075125075e-09,4.611746540206241e-09,2.1910198100272282e-08,2.9301403969839157e-07,1.0386798088291016e-08,5.073473585692767e-11,1.2432900264869318e-09,2.801655782369572e-11,1.9697522779527077e-10,1.659917168994607e-11
485,1.0221281598887799e-07,5.1106407994438996e-08,2.5783987211980275e-07,3.6304925732366655e-09,4.5921666469439515e-09,2.8761322212744744e-08,2.531530185478914e-07,1.7250865624873768e-08,5.902553446013314e-11,1.256843962238463e-09,2.0518637136590634e-11,2.0688957491632465e-10,1.497362824010029e-11
486,1.2331669552168023e-07,6.165835486626747e-08,2.8551306741064764e-07,1.7162852472552004e-08,4.593507796357699e-09,2.3797953829785e-08,2.8082521907890623e-07,9.912280773960447e-09,5.601111241482215e-11,1.0140936979041726e-08,2.115726517593064e-11,6.443305888836903e-10,1.7052009110285482e-11
487,8.316141020259238e-08,4.158070510129619e-08,2.9055411232548067e-07,5.075647457886134e-09,4.580152257460668e-09,2.3663767834136706e-08,2.858821801510203e-07,1.0759165114393454e-08,5.321842272421051e-11,1.7335253232886316e-09,2.249625312422676e-11,3.4860075937004353e-10,1.588142811703719e-11
488,8.616944313644126e-08,4.308472156822063e-08,2.8815296104767185e-07,4.018569033092945e-09,4.534743691664289e-09,2.5389363500494255e-08,2.835395775946381e-07,1.2229188328660712e-08,4.6618819915522636e-11,1.2385877878884344e-09,1.72227059003216e-11,2.0900722819128248e-10,1.4708826170939382e-11
489,9.452931237774465e-08,4.7264659741586e-08,3.007427267220919e-07,7.252745071184563e-09,4.541888198872357e-09,2.5453491758753444e-08,2.960892118153424e-07,1.0285119422803746e-08,7.031889653896783e-11,3.982975727012672e-09,2.3561177314723736e-11,2.9032601323031315e-10,1.7558607345868893e-11
490,8.230796311181621e-08,4.115398510862178e-08,3.227920615245239e-07,4.735786873766301e-09,4.517967333583783e-09,2.1632349245237492e-08,3.1819655532672186e-07,1.337275445933983e-08,4.3437291957770796e-11,1.139777605629888e-09,1.8225870465626848e-11,2.733185067160804e-10,1.5831679717193126e-11
491,9.245999166296315e-08,4.6229995831481574e-08,2.94050749971575e-07,7.430544179953813e-09,4.509724593759756e-09,2.430105006112626e-08,2.894350643600774e-07,1.0709280573450997e-08,6.629755078257915e-11,3.4426153039390783e-09,2.397292780953464e-11,3.464960540711104e-10,1.5456564847471377e-11
492,1.3788547903459403e-07,6.894273951729701e-08,2.5282093929490657e-07,1.7526064155504173e-08,4.5026395945058084e-09,3.189710540141277e-08,2.482401839642989e-07,1.1453412440687316e-08,4.129972405730875e-11,7.353542663679491e-09,2.18238708354912e-11,7.126242373978187e-10,1.520646109032242e-11
493,8.700965281605022e-08,4.350482640802511e-08,3.2859787779671024e-07,7.39107219871471e-09,4.4937955578916444e-09,2.199662851865014e-08,3.2401771932200063e-07,9.656048405304318e-09,5.180076506627884e-11,4.092664873667218e-09,2.0400622163796456e-11,3.6841166228818167e-10,1.3927111200406905e-11
494,8.331008416462282e-08,4.165504208231141e-08,2.610545948300569e-07,3.6736695907535477e-09,4.483681426137309e-09,2.373312035786057e-08,2.564952126249409e-07,1.2725526410406474e-08,4.124692948304087e-11,1.3040899471405965e-09,1.8853248823225144e-11,2.186262976211495e-10,1.563559004491566e-11
495,1.2776101243616722e-07,6.388050621808361e-08,3.010327702668292e-07,1.4826516014920799e-08,4.456083058101967e-09,2.4020222255671797e-08,2.964839609376213e-07,1.5111934814626693e-08,4.7594293089980866e-11,9.346331708570688e-09,2.429849897678249e-11,5.75504532918103e-10,2.0792031291128055e-11
496,6.849452915957954e-08,3.424726457978977e-08,3.154954981710034e-07,3.943626758484697e-09,4.454947077903171e-09,2.148942179758251e-08,3.109453530214523e-07,7.407138014059456e-09,5.6875937987088676e-11,1.2121644799023557e-09,2.1685870113530292e-11,1.9490151159651248e-10,1.6714928052774525e-11
497,9.362945263546862e-08,4.681472631773431e-08,2.3434411389189336e-07,4.8693822307654955e-09,4.437175959992601e-09,2.8094611081996845e-08,2.2982769110058143e-07,1.1768858776406432e-08,4.7656184554156766e-11,1.8294671333407564e-09,1.7415593273062413e-11,2.524020437100205e-10,1.4042060916819032e-11
498,7.760547759971814e-08,3.880273879985907e-08,3.4586122410473763e-07,3.983973151377995e-09,4.442358036982341e-09,1.975654306818342e-08,3.4132267501263414e-07,1.3047097624507842e-08,5.87908541294091e-11,1.785252612407362e-09,2.0987494728230693e-11,2.298772699971252e-10,1.6119910961620576e-11
499,8.329002554319231e-08,4.164501277159616e-08,3.0356520142049703e-07,3.7922114337618495e-09,4.405558584608116e-09,2.1481563194925002e-08,2.990779535139154e-07,1.4668750658586305e-08,5.2751893131475214e-11,1.4955892080337208e-09,1.615124700649062e-11,2.0691233448832946e-10,1.2746127937834917e-11
500,1.113205456704236e-07,5.56602728352118e-08,2.8544502583827125e-07,1.276131644800671e-08,4.403359454840938e-09,2.5693720928643415e-08,2.8095200832467526e-07,9.747836315909808e-09,4.964785527139526e-11,6.959760323610453e-09,2.1882547857066115e-11,4.976516976284984e-10,1.8167049462003426e-11
501,7.179409777791079e-08,3.5897048888955396e-08,2.9553152103289904e-07,4.14321732478129e-09,4.3826289264359275e-09,2.0953311974380995e-08,2.9105802923368174e-07,9.133978018383004e-09,4.9061230772418085e-11,1.316557529662532e-09,2.4260850273183365e-11,3.499967538012072e-10,1.7335730073675393e-11
502,1.2216644051932235e-07,6.108322025966118e-08,2.646438588271849e-07,1.6328330687542802e-08,4.3709444952355625e-09,2.612758187581221e-08,2.6019125698439893e-07,1.0031547148514619e-08,4.090614305618523e-11,7.0486558811921896e-09,2.2525266374362474e-11,1.5471230963015614e-09,1.8141150040507092e-11
503,1.0043176246199437e-07,5.021588833642454e-08,2.84215701640278e-07,1.222777168408129e-08,4.352060489765108e-09,2.2294399215638805e-08,2.7977705485682236e-07,1.0588609100636859e-08,4.1115232746191666e-11,4.704410194733555e-09,2.5966570907365316e-11,4.006970866221593e-10,1.9347154087134832e-11
504,8.242906801569916e-08,4.121453400784958e-08,2.7657040391204646e-07,8.381087823750022e-09,4.362163075199987e-09,1.8950347069335294e-08,2.720996690186439e-07,8.95216256679987e-09,6.255403833810291e-11,4.5582893015705395e-09,2.5062134659248336e-11,3.7263475638482646e-10,2.0371952388908987e-11
505,7.940239044046393e-08,3.970119166751829e-08,3.264175347794662e-07,2.813099975185196e-09,4.348954085742207e-09,2.422377676225551e-08,3.219788879960106e-07,1.1705098224013e-08,6.204624314332108e-11,8.2194528960855e-10,1.5374567938208905e-11,1.372707086888525e-10,1.229681027142826e-11
506,1.2542712113372545e-07,6.271356056686272e-08,2.4811578214212204e-07,1.4580670004704643e-08,4.312047163779198e-09,3.145012072991449e-08,2.4371811946366506e-07,1.0402295025357944e-08,3.910400475648501e-11,5.666981994778553e-09,2.854064901081088e-11,6.13523287729123e-10,1.819898919064311e-11
507,9.019173319302354e-08,4.509586304379809e-08,3.053520458706771e-07,9.533153821905671e-09,4.321496049897178e-09,1.8187670036695636e-08,3.009427587130631e-07,1.0959452900749511e-08,4.5983022944895424e-11,5.904327693428968e-09,2.0044280471531728e-11,5.11266917690989e-10,2.1812999323467253e-11
508,7.333311913271245e-08,3.6666563119069906e-08,3.050266457194084e-07,3.4043952101825425e-09,4.311899726161528e-09,2.1267908323352458e-08,3.006200870458997e-07,1.045011099876092e-08,5.116507564850714e-11,1.3275716082006284e-09,2.6527408741872094e-11,2.1658058679818737e-10,1.6711163702831655e-11
509,8.006844609553809e-08,4.0034223047769046e-08,2.6875818548433017e-07,4.02373645513876e-09,4.297074251979893e-09,2.2433447099956538e-08,2.643699588134041e-07,1.1929675025612596e-08,4.8163615457008646e-11,1.40926914582451e-09,2.4564480657907062e-11,2.3809379467998326e-10,1.8339564242242368e-11
510,1.2405193672293535e-07,6.202596836146768e-08,3.336537304221565e-07,1.996910548029973e-08,4.293231103957851e-09,2.4543163945622837e-08,3.2928105042628886e-07,9.186511995551427e-09,5.274758754780784e-11,7.765601495179908e-09,1.464935811545942e-11,5.616134779451443e-10,1.2021252049354558e-11
511,9.736439920970952e-08,4.868219960485476e-08,2.5918990331774694e-07,7.139438817915789e-09,4.282584953330115e-09,2.824316069904853e-08,2.5482316345915024e-07,1.0341237199895659e-08,5.207626344039262e-11,2.548946387292972e-09,1.5301943739887136e-11,4.094310446234317e-10,1.6577503259007642e-11
